TERYT Gmina,Nazwa Gminy,RODZAJ,Długość,Szerokość
2474011,Siemianowice Śląskie,gmina,"501898,354923407","271800,151849708"
804011,Nowa Sól,gmina,"273473,272588141","442235,041919957"
1419092,Nowy Duninów,gmina,"533385,52254898","520212,900654361"
1420102,Raciąż,gmina,"575947,210455842","547386,76898435"
1606052,Wilków,gmina,"404710,950335535","363163,227129489"
1817082,Zarszyn,gmina,"717605,970024265","192694,046439277"
2003032,Bielsk Podlaski,gmina,"782048,286438276","555670,746280418"
217022,Kondratowice,gmina,"354576,638855307","323880,551460877"
462011,Grudziądz,gmina,"484964,324543342","623043,381132995"
463011,Toruń,gmina,"474444,435841867","572923,169685005"
404032,Kijewo Królewskie,gmina,"462671,732655337","600084,750115408"
1864011,Tarnobrzeg,gmina,"691571,315953353","305446,715400464"
2401031,Wojkowice,gmina,"502566,926503136","277605,633307912"
2401021,Czeladź,gmina,"505495,300243608","271924,439211451"
2401062,Psary,gmina,"508816,964072035","279860,165590552"
2401081,Sławków,gmina,"524974,691802903","269456,241211869"
806013,Dobiegniew,gmina,"287413,215099794","574792,523587055"
806023,Drezdenko,gmina,"284991,572274455","553388,638704708"
1008052,Ksawerów,gmina,"528154,992085828","423533,464200538"
2807063,Susz,gmina,"524928,258923989","650845,910397382"
201043,Nowogrodziec,gmina,"246384,483061783","378180,543738457"
612023,Józefów nad Wisłą,gmina,"703914,813498132","354382,721104566"
612032,Karczmiska,gmina,"709511,514489883","379292,362265096"
2402062,Jaworze,gmina,"495752,077077211","212743,729294931"
1202072,Szczurowa,gmina,"616216,293376641","252082,705351794"
602053,Frampol,gmina,"763745,068595981","316882,829826325"
605012,Batorz,gmina,"744721,249679266","338666,356566131"
2606023,Iwaniska,gmina,"660874,469508102","319480,458640484"
1411082,Rzewnie,gmina,"658689,369618982","553130,866332899"
3019043,Łobżenica,gmina,"386196,588534026","602199,594696395"
223012,Czernica,gmina,"377544,711615047","358262,326474766"
223052,Kobierzyce,gmina,"354058,090953142","346761,86094779"
2415041,Wodzisław Śląski,gmina,"460414,405299449","237688,442197385"
1412102,Latowicz,gmina,"690582,351729066","465936,792386493"
2205042,Sierakowice,gmina,"426618,986728274","720716,68663014"
2205032,Przodkowo,gmina,"452266,796650277","725882,33751777"
222033,Wołów,gmina,"332945,089846937","388165,191740302"
805033,Ośno Lubuskie,gmina,"221884,184341448","517728,862609107"
2212032,Dębnica Kaszubska,gmina,"387762,159434442","722055,240449937"
2213042,Bobowo,gmina,"470589,695349737","668058,72592668"
1410052,Sarnaki,gmina,"770220,611465406","499747,685198537"
1212042,Klucze,gmina,"540355,434473291","277812,774474761"
1213093,Zator,gmina,"531584,589880057","236167,042125566"
1215011,Jordanów,gmina,"560298,978935748","198664,652123476"
1215042,Bystra-Sidzina,gmina,"552018,938957756","194835,735341266"
1215032,Budzów,gmina,"551243,463248588","212642,715704197"
206062,Jeżów Sudecki,gmina,"271093,59299436","348378,963027504"
207011,Kamienna Góra,gmina,"290463,420537175","328157,733833815"
1412073,Halinów,gmina,"661275,2836057","487913,811993548"
1412093,Kałuszyn,gmina,"692780,617583218","487758,480451843"
1407012,Garbatka-Letnisko,gmina,"682594,185670692","406129,265351935"
1811073,Przecław,gmina,"677617,213262876","262668,51613914"
1213072,Polanka Wielka,gmina,"522049,524277384","234860,07002532"
1804032,Chłopice,gmina,"765526,355376438","236850,852855841"
1018022,Czastary,gmina,"452292,94327392","376420,901523262"
2010072,Nurzec-Stacja,gmina,"780850,156567824","516578,40254108"
2818012,Banie Mazurskie,gmina,"699233,193338244","714943,698588942"
2808062,Srokowo,gmina,"662567,742630247","709799,405786527"
2801052,Górowo Iławeckie,gmina,"595772,88029327","716326,340194695"
618132,Ulhówek,gmina,"841472,897106187","296903,564346947"
1809042,Lubaczów,gmina,"800345,355825136","260865,612734289"
3211033,Nowe Warpno,gmina,"194616,438280365","657941,815254838"
2009042,Puńsk,gmina,"775656,702324787","715299,446452"
2006042,Mały Płock,gmina,"699793,228631999","608580,310862694"
2412022,Gaszowice,gmina,"458617,642153947","247904,228985807"
3210022,Boleszkowice,gmina,"199905,116197661","545539,302994816"
804073,Otyń,gmina,"272196,572918434","448677,803233463"
2604073,Łagów,gmina,"646325,055652264","324868,502170483"
2008043,Knyszyn,gmina,"763035,67681849","614866,865728234"
2801011,Bartoszyce,gmina,"617688,764045781","711351,697632149"
2612083,Szydłów,gmina,"640469,807914319","306698,651113725"
1008072,Pabianice,gmina,"522328,376883684","422301,52052067"
1609032,Dobrzeń Wielki,gmina,"418949,381149568","325273,150883766"
2213013,Czarna Woda,gmina,"443858,102066756","665001,504508271"
2601033,Nowy Korczyn,gmina,"629245,527349412","274260,175345547"
3062011,Konin,gmina,"449649,471895299","487953,523489818"
3064011,Poznań,gmina,"358768,125432095","506529,934727968"
809072,Świdnica,gmina,"248769,020044512","455231,581412941"
1213023,Brzeszcze,gmina,"510994,953883221","234103,994950748"
1216032,Lisia Góra,gmina,"647785,007809398","249076,113546094"
2611011,Starachowice,gmina,"645714,179192244","354652,589191802"
2607022,Bałtów,gmina,"680469,979877352","353215,16709903"
2805052,Stare Juchy,gmina,"708891,050927914","676484,653645755"
2613042,Radków,gmina,"569757,259481648","316224,431708886"
2613052,Secemin,gmina,"559450,985602065","322150,959488216"
2808043,Korsze,gmina,"640563,811889959","702595,597250612"
2808011,Kętrzyn,gmina,"655269,110583335","693390,092459138"
2809042,Lubomino,gmina,"582018,258767196","688629,973282026"
2812011,Nowe Miasto Lubawskie,gmina,"538867,35239252","617747,059179136"
2814063,Jeziorany,gmina,"613755,361321744","680731,313520435"
2811022,Janowo,gmina,"611379,18809037","610809,99267512"
2810052,Sorkwity,gmina,"641629,572409115","666464,064661774"
2812032,Grodziczno,gmina,"550316,032641199","613809,189198334"
2815042,Łukta,gmina,"569942,804494488","659882,421372404"
2817062,Szczytno,gmina,"634729,826552711","632986,806000228"
3010132,Wierzbinek,gmina,"465640,88773337","508486,2827856"
3007102,Szczytniki,gmina,"453438,260162946","424737,026356078"
3008012,Baranów,gmina,"430438,973912916","375695,142251892"
3004042,Pępowo,gmina,"370211,658858746","434370,062212902"
3004033,Krobia,gmina,"361383,039145571","434921,586969524"
3004052,Piaski,gmina,"369334,230977738","446313,820875095"
3008062,Rychtal,gmina,"423056,219949705","366148,789539435"
3009102,Osiek Mały,gmina,"471252,35721746","490053,054461967"
3009022,Babiak,gmina,"479007,899158568","498065,511698734"
3010013,Golina,gmina,"438584,319954139","486721,474689393"
3012052,Rozdrażew,gmina,"398037,930489226","436370,367571247"
2410042,Pawłowice,gmina,"478240,672218094","231388,715702684"
2413021,Miasteczko Śląskie,gmina,"496531,035291661","293022,221826851"
2416032,Irządze,gmina,"548281,879443384","306396,738217236"
2417032,Gilowice,gmina,"521771,787382391","204669,202675222"
1433082,Stoczek,gmina,"696905,689093942","523828,852246885"
1806052,Raniżów,gmina,"713127,650472713","271951,73601648"
1209062,Siepraw,gmina,"571080,30336928","226585,910290965"
406043,Radzyń Chełmiński,gmina,"495735,733701704","612682,67533089"
406022,Gruta,gmina,"496669,527674224","620879,597944267"
3208033,Gościno,gmina,"281963,057088866","690200,237953082"
3208062,Siemyśl,gmina,"273286,969782773","692587,338338383"
3209012,Będzino,gmina,"301073,652262425","708097,565535703"
613072,Sosnowica,gmina,"783964,470701951","411451,356023444"
614022,Baranów,gmina,"719746,142872939","413036,35558161"
2206072,Nowa Karczma,gmina,"446657,123904671","697353,306242823"
1018012,Bolesławiec,gmina,"445123,027047298","372298,203116838"
1402022,Ciechanów,gmina,"603729,167574992","556489,605689416"
1402011,Ciechanów,gmina,"608830,352870568","557267,141485984"
1210032,Gródek nad Dunajcem,gmina,"624970,133380987","210942,272245921"
264011,Wrocław,gmina,"359822,250937161","364234,197175155"
202041,Piława Górna,gmina,"341518,965005051","315284,233048333"
615011,Radzyń Podlaski,gmina,"750169,521314906","440750,686844019"
2209062,Miłoradz,gmina,"492558,263275988","684140,005581675"
2210032,Ostaszewo,gmina,"496364,620066467","704341,63898267"
1018073,Wieruszów,gmina,"441696,021575583","383482,051520332"
1020031,Zgierz,gmina,"527308,493792308","443597,638269391"
1020062,Ozorków,gmina,"520834,326318999","458332,888269934"
1020092,Zgierz,gmina,"528991,656829598","451170,331309275"
1021042,Jeżów,gmina,"565777,27356552","436334,906477391"
3212042,Przelewice,gmina,"239421,982071833","590124,630745641"
3214033,Dobrzany,gmina,"263500,151307864","616305,803860297"
2803062,Rybno,gmina,"562367,081963547","612059,951500913"
2803052,Płośnica,gmina,"567589,190513792","597993,185905302"
2803022,Działdowo,gmina,"576147,639297908","602985,454847383"
3001011,Chodzież,gmina,"360168,727902901","571355,844203413"
3014022,Kwilcz,gmina,"304160,863260747","523785,427271539"
3014033,Międzychód,gmina,"290765,349452489","529373,924105989"
3017052,Przygodzice,gmina,"418424,310383441","410533,813149534"
3017063,Raszków,gmina,"411864,630695485","430803,682663833"
3019052,Miasteczko Krajeńskie,gmina,"367428,618692284","584318,966769218"
3020042,Gizałki,gmina,"421236,196911085","465823,259307036"
3019083,Wyrzysk,gmina,"384536,265965651","588803,225406684"
3021123,Pobiedziska,gmina,"381156,910574065","514790,51649071"
3030043,Pyzdry,gmina,"413150,804018797","476243,874357865"
1802032,Dydnia,gmina,"730332,291026651","206836,080106144"
1206132,Sułoszowa,gmina,"553778,755445576","266330,281664894"
2012052,Raczki,gmina,"748131,684420396","687758,278777022"
401052,Bądkowo,gmina,"486528,599700617","538420,6453971"
401042,Aleksandrów Kujawski,gmina,"477583,918506869","554629,772549706"
402011,Brodnica,gmina,"526715,249744563","598949,657888275"
402062,Bartniczka,gmina,"537726,186499367","597513,748418436"
402073,Jabłonowo Pomorskie,gmina,"513147,022866231","613197,657044865"
3205023,Gryfice,gmina,"248397,391584084","678159,324721136"
3207033,Kamień Pomorski,gmina,"225017,118975654","683008,746240773"
612012,Chodel,gmina,"720553,816065326","363387,696100775"
612072,Wilków,gmina,"701381,140536265","379900,947674507"
2204022,Cedry Wielkie,gmina,"490511,210440277","710646,862065119"
1017022,Czarnożyły,gmina,"468840,745672762","379750,957701698"
1428042,Młodzieszyn,gmina,"580931,690636781","495560,853503004"
1428062,Rybno,gmina,"575483,414563043","486425,96418815"
1206152,Wielka Wieś,gmina,"559067,809905792","254516,357409676"
1207032,Dobra,gmina,"587970,729076823","204097,395219693"
1207021,Mszana Dolna,gmina,"577584,036908142","202226,935835849"
1207102,Niedźwiedź,gmina,"579390,818922722","192397,23027828"
1207122,Tymbark,gmina,"594549,543831192","207923,252113565"
2013062,Kulesze Kościelne,gmina,"735944,544537674","576961,923039274"
2013052,Kobylin-Borzymy,gmina,"745427,41893788","586203,62465714"
3206072,Stare Czarnowo,gmina,"215771,088001825","612673,084259486"
3206083,Trzcińsko-Zdrój,gmina,"206147,760262445","570889,890095792"
3015053,Opalenica,gmina,"323278,455047136","497137,256038281"
203011,Głogów,gmina,"296088,140093107","426659,75102021"
3214102,Stargard,gmina,"236869,12202266","616247,071817752"
3020033,Dobrzyca,gmina,"405578,851003761","443883,601719862"
2403021,Ustroń,gmina,"487548,03886137","205336,630959576"
1805062,Krempna,gmina,"680026,052790105","183519,989935235"
1602022,Branice,gmina,"415878,302849171","244521,701837813"
1211032,Czarny Dunajec,gmina,"561373,656461781","174542,915061086"
2602082,Sobków,gmina,"602061,427667897","316369,065538672"
2602052,Oksa,gmina,"580717,51013119","320572,499742426"
2601022,Gnojno,gmina,"632297,104694807","303406,27762121"
2603053,Skalbmierz,gmina,"599452,222477381","272565,357795525"
2604053,Daleszyce,gmina,"627094,733414793","325110,041845455"
2604162,Raków,gmina,"642118,004677793","315686,865978917"
2604182,Strawczyn,gmina,"599867,489016928","342795,6014343"
2605052,Ruda Maleniecka,gmina,"583574,422234578","364632,664223362"
2604192,Zagnańsk,gmina,"616046,345604406","348532,094995796"
2609052,Łoniów,gmina,"678349,370381199","302336,276062454"
2609062,Obrazów,gmina,"684580,156366472","317834,856593038"
2606072,Tarłów,gmina,"691261,663057176","351236,948910961"
2611053,Wąchock,gmina,"639601,525747509","355691,618088077"
2606082,Wojciechowice,gmina,"681902,728321214","331969,364865445"
3003072,Mieleszyn,gmina,"401108,20899678","534605,84802264"
3004013,Borek Wielkopolski,gmina,"377746,668115175","450676,612587235"
3007022,Brzeziny,gmina,"449486,8559401","413486,739725624"
1810011,Łańcut,gmina,"730672,874508751","250128,891902716"
1212053,Olkusz,gmina,"542798,615728646","266581,748577874"
408043,Dobrzyń nad Wisłą,gmina,"520739,158351003","534057,101782182"
408062,Lipno,gmina,"510137,480920038","551275,361541255"
409033,Mogilno,gmina,"430222,21023735","531065,925636582"
3215062,Szczecinek,gmina,"347806,896976487","655912,18325689"
620102,Skierbieszów,gmina,"807045,566471353","340439,688104546"
2213052,Kaliska,gmina,"446480,263206188","670694,625188506"
2214052,Subkowy,gmina,"484549,986094127","682073,519875434"
1406053,Grójec,gmina,"630095,867743089","447660,999941722"
1810072,Żołynia,gmina,"736347,952595259","259998,03047819"
410053,Szubin,gmina,"413970,960191697","572605,384559288"
3216033,Połczyn-Zdrój,gmina,"308051,904201405","658977,517026656"
620112,Stary Zamość,gmina,"796825,539522479","336747,901399757"
620153,Zwierzyniec,gmina,"782802,043565274","312642,005878691"
811021,Żary,gmina,"233640,076949861","424802,605811802"
1413102,Wiśniewo,gmina,"587552,331316252","577190,672313297"
1413062,Stupsk,gmina,"596224,647775461","572565,602456311"
1414043,Nasielsk,gmina,"620729,770260562","524136,734493359"
1408043,Serock,gmina,"636483,309391967","518176,640127977"
1217022,Biały Dunajec,gmina,"573336,31281992","167090,178337647"
209022,Chojnów,gmina,"284105,438910117","384986,413058948"
210011,Lubań,gmina,"239849,52131834","367455,331460948"
413013,Kamień Krajeński,gmina,"401812,729800657","631894,459985122"
811102,Żary,gmina,"232625,199283082","427634,517397246"
812013,Sława,gmina,"296590,448942339","448686,257843148"
1001052,Kluki,gmina,"516468,37269381","386157,104641468"
1002082,Nowe Ostrowy,gmina,"513689,395788374","493274,706972289"
1415062,Lelis,gmina,"671619,070031189","592268,355503256"
1416032,Boguty-Pianki,gmina,"729366,098823541","546093,703369794"
1218093,Wadowice,gmina,"536833,567985143","222482,617366802"
1421062,Raszyn,gmina,"630952,714851683","475295,937557166"
1607042,Łambinowice,gmina,"395752,864323529","297946,183414495"
1607033,Korfantów,gmina,"400691,337547294","291262,74063588"
1607053,Nysa,gmina,"383169,570009586","289127,088485552"
1607092,Skoroszyce,gmina,"385763,488826474","304680,969270496"
219011,Świdnica,gmina,"323416,886404421","333804,052406821"
219052,Marcinowice,gmina,"333144,865233055","337429,41010535"
220013,Oborniki Śląskie,gmina,"353066,217834092","382323,122599341"
2403103,Skoczów,gmina,"485174,368782955","216831,860927816"
607011,Kraśnik,gmina,"725273,667661362","346669,682368122"
606112,Żółkiewka,gmina,"770334,159815635","344212,703237216"
1423022,Gielniów,gmina,"604116,018900831","391792,337155125"
1424012,Gzy,gmina,"628961,54896029","543448,09834563"
1608033,Olesno,gmina,"462368,400495686","333719,75666021"
1609062,Murów,gmina,"429498,959734903","335760,256340606"
1202023,Brzesko,gmina,"615584,491658573","235558,887428887"
2007062,Przytuły,gmina,"720152,078899597","616999,681781209"
2007013,Jedwabne,gmina,"723041,373258342","608852,793414222"
221021,Jedlina-Zdrój,gmina,"312112,148967941","320542,924399339"
2404013,Blachownia,gmina,"495985,581113785","324907,300431001"
2404092,Lelów,gmina,"545634,533927745","314758,408661212"
2404112,Mykanów,gmina,"511559,973478363","340598,958271782"
607102,Zakrzówek,gmina,"738965,24498381","346399,086583492"
608092,Niedźwiada,gmina,"757055,450027898","413110,82257048"
809043,Kargowa,gmina,"284753,423934702","470658,593551203"
1011012,Dalików,gmina,"506966,826617858","446804,967692101"
1425072,Kowala,gmina,"646055,241609932","386301,817182448"
1204012,Bolesław,gmina,"634170,380503243","268759,808766643"
2008032,Jaświły,gmina,"762435,610148559","633708,43458401"
3202063,Recz,gmina,"271505,042365842","604583,694424854"
2201082,Studzienice,gmina,"408113,778911241","692556,966057892"
1012113,Przedbórz,gmina,"567291,856547562","357286,370851808"
1425132,Zakrzew,gmina,"640699,431407432","399401,165789148"
1611022,Jemielnica,gmina,"457068,497007342","300745,140709907"
1601033,Grodków,gmina,"383746,184869245","314957,811741079"
1601043,Lewin Brzeski,gmina,"403347,211468307","322338,676668197"
1205033,Bobowa,gmina,"640406,500520621","206516,759134844"
1206032,Iwanowice,gmina,"569311,727383046","262894,622462362"
2011093,Suchowola,gmina,"772830,909301487","643309,815194774"
401072,Raciążek,gmina,"487486,275381593","553637,491876441"
610012,Cyców,gmina,"788422,652696483","390325,32216986"
611062,Serokomla,gmina,"729145,895846322","430034,412036018"
611052,Łuków,gmina,"729790,371928514","458112,420027017"
1014072,Klonowa,gmina,"459762,370711834","395886,838706287"
1014102,Wróblew,gmina,"471437,24032687","414625,181716901"
1427022,Gozdowo,gmina,"547222,491286045","541046,225379103"
1429022,Bielany,gmina,"720674,234236597","501613,361981424"
1429082,Sokołów Podlaski,gmina,"717548,555850575","510566,259712522"
2412013,Czerwionka-Leszczyny,gmina,"476343,595016135","251958,931374703"
1818032,Pysznica,gmina,"723531,317776156","308911,735541837"
602142,Turobin,gmina,"763229,941161441","334619,837779674"
1432013,Błonie,gmina,"608412,344184937","482998,054863095"
3215033,Biały Bór,gmina,"357297,148589686","670451,670554826"
1210052,Kamionka Wielka,gmina,"632303,931504143","191711,486881506"
1210102,Łososina Dolna,gmina,"617372,630915713","209029,058898134"
226032,Pielgrzymka,gmina,"275182,846157129","365529,716266501"
226043,Świerzawa,gmina,"280698,516496281","354553,720061927"
226062,Złotoryja,gmina,"287789,310424361","368168,783300326"
408052,Kikół,gmina,"507669,164071353","562340,901537454"
615082,Wohyń,gmina,"761590,40184302","439951,014605201"
616043,Ryki,gmina,"704055,102631177","422310,052019007"
2209082,Stare Pole,gmina,"512301,491656999","687747,06318214"
1808042,Leżajsk,gmina,"743317,701007569","269097,717299242"
1808032,Kuryłówka,gmina,"751629,711337083","278011,076840978"
1808053,Nowa Sarzyna,gmina,"734623,997198205","277904,786711158"
1809063,Oleszyce,gmina,"784739,802542033","261056,465594661"
204032,Niechlów,gmina,"319602,360850773","428239,332864962"
3213021,Sławno,gmina,"348647,903856143","724762,797979868"
618022,Bełżec,gmina,"814740,875626081","288164,12937126"
1219012,Biskupice,gmina,"582288,471033216","233339,914891316"
212023,Lubomierz,gmina,"257656,477277553","354179,216545187"
601122,Rokitno,gmina,"795980,146868386","482688,072476739"
1002062,Kutno,gmina,"522459,970552002","483983,365787264"
1417082,Wiązowna,gmina,"660810,832751389","479955,705677746"
1437013,Bieżuń,gmina,"562901,177721848","566431,006851267"
1816092,Krasne,gmina,"722617,173795922","247329,816342129"
213012,Cieszków,gmina,"384142,726744917","417403,122785599"
213022,Krośnice,gmina,"387295,748713661","399220,500900566"
2461011,Bielsko-Biała,gmina,"502796,137798443","216180,265171722"
602011,Biłgoraj,gmina,"762876,775580299","303406,906950194"
602082,Księżpol,gmina,"767715,97651239","290886,330755605"
603011,Rejowiec Fabryczny,gmina,"796957,946934519","369968,86970089"
801042,Kłodawa,gmina,"248714,49678172","558060,132270348"
1004072,Świnice Warckie,gmina,"495978,92826616","464622,588350882"
1005042,Domaniewice,gmina,"555236,592420364","462309,635358219"
1005082,Łyszkowice,gmina,"563441,927685893","458463,552391512"
1006082,Nowosolna,gmina,"543300,203455544","438570,139076357"
1418052,Prażmów,gmina,"637982,920598851","457011,96697458"
1419032,Brudzeń Duży,gmina,"534263,901644648","531569,341687294"
1438023,Mszczonów,gmina,"606597,626437435","452898,37211351"
1816052,Dynów,gmina,"732208,793938596","222121,564694457"
2002052,Juchnowiec Kościelny,gmina,"778536,662173563","578285,023286182"
2207062,Sadlinki,gmina,"489196,501374732","643106,185448087"
419013,Barcin,gmina,"430722,594284238","555801,829129002"
2402032,Buczkowice,gmina,"506191,199310085","206446,245293685"
803053,Skwierzyna,gmina,"268205,518241043","537337,735325296"
804082,Siedlisko,gmina,"285138,422269757","437922,29688612"
1419122,Słupno,gmina,"556295,782494578","516440,684076284"
1420062,Joniec,gmina,"606246,161172148","526000,095125602"
1420092,Płońsk,gmina,"594001,317539812","528846,997062969"
1603042,Pawłowiczki,gmina,"429101,104537978","265629,044316174"
1605042,Walce,gmina,"428531,516192282","280762,986223359"
1817011,Sanok,gmina,"732444,159629862","193057,504749496"
1818022,Bojanów,gmina,"711165,212715278","290979,352305637"
1819022,Frysztak,gmina,"684739,489561339","222870,326542723"
1819012,Czudec,gmina,"701269,985089625","233994,132457102"
1819032,Niebylec,gmina,"709672,702381176","223857,977287296"
2003011,Bielsk Podlaski,gmina,"782622,526220256","552633,124913484"
2003072,Rudka,gmina,"750604,00597928","546192,188962077"
404011,Chełmno,gmina,"461926,679222086","609497,263273032"
1008042,Dobroń,gmina,"517143,160114053","417647,728744509"
1008032,Dłutów,gmina,"525965,469382288","410875,642517798"
1007043,Opoczno,gmina,"590555,220946927","393247,814896072"
1007072,Sławno,gmina,"579574,262124321","393267,82561629"
2411033,Krzanowice,gmina,"438359,340442243","240434,843560618"
2411072,Pietrowice Wielkie,gmina,"435608,292408042","248374,077849794"
201062,Warta Bolesławiecka,gmina,"269832,473422685","379622,827502429"
2814102,Purda,gmina,"608314,135194494","647529,049575321"
2402082,Porąbka,gmina,"517535,572942631","217493,291901116"
605022,Chrzanów,gmina,"754144,014640759","329785,963268738"
1001042,Kleszczów,gmina,"520418,233058077","374191,57248395"
1412011,Mińsk Mazowiecki,gmina,"674998,256094696","482155,436649018"
3031042,Lipka,gmina,"381455,530793893","626251,81131525"
412062,Wąpielsk,gmina,"518958,518342413","587531,576176784"
3022023,Jutrosin,gmina,"372577,318126174","420346,537833761"
3022033,Miejska Górka,gmina,"361127,785681594","424915,617819964"
223073,Sobótka,gmina,"342710,618707489","340096,083934077"
2415072,Lubomia,gmina,"450378,133265567","240339,945937444"
3026012,Brodnica,gmina,"355831,296906609","478140,283641518"
2205012,Chmielno,gmina,"438429,015957883","717315,164019398"
2405011,Knurów,gmina,"476059,550664388","259855,858573121"
1410042,Platerów,gmina,"758990,568342609","499155,938891091"
1411052,Młynarze,gmina,"661228,427130757","569477,052419907"
1411092,Sypniewo,gmina,"653179,963455848","572502,458800944"
1404022,Gostynin,gmina,"528999,66002775","507113,680948659"
1405011,Milanówek,gmina,"614450,832909319","474621,741348925"
1405021,Podkowa Leśna,gmina,"619614,724548818","473310,594013899"
1801083,Ustrzyki Dolne,gmina,"759335,980837885","186130,893564545"
1813092,Stubno,gmina,"785876,135298624","233555,767162973"
1813032,Fredropol,gmina,"766254,866556535","205373,774341152"
3211043,Police,gmina,"200830,420400187","644645,798240705"
2001022,Augustów,gmina,"758265,490103686","670089,265905316"
225033,Bogatynia,gmina,"214588,794043272","348224,016557651"
205062,Wądroże Wielkie,gmina,"315865,274215181","362685,239274501"
210021,Świeradów-Zdrój,gmina,"241033,181790161","345434,265488503"
212043,Mirsk,gmina,"247045,709415473","345397,022545047"
206082,Podgórzyn,gmina,"268012,930824939","332193,495278915"
2415021,Radlin,gmina,"462122,896107144","241896,716254738"
2473011,Rybnik,gmina,"467417,495631105","248801,66012027"
2210011,Krynica Morska,gmina,"532644,342146758","724257,964370907"
208143,Szczytna,gmina,"317764,47429755","285724,397764147"
3206012,Banie,gmina,"208580,893204077","589591,312671482"
3206023,Cedynia,gmina,"178661,141649262","569129,93860699"
3206043,Gryfino,gmina,"204397,913586757","606609,335669512"
3262011,Szczecin,gmina,"208782,022223541","627484,479131814"
208133,Stronie Śląskie,gmina,"351132,186519325","268469,204938252"
1607073,Paczków,gmina,"359941,661471563","288118,807644354"
1210133,Piwniczna-Zdrój,gmina,"626298,255270066","176101,459656284"
1210073,Krynica-Zdrój,gmina,"644285,532862665","175943,266533871"
607083,Urzędów,gmina,"719937,671469672","354050,856482241"
225021,Zgorzelec,gmina,"221440,5913283","371958,797720022"
3204073,Stepnica,gmina,"210480,598501459","657085,617025827"
1015082,Skierniewice,gmina,"579564,506359868","454479,151469784"
1415083,Myszyniec,gmina,"656459,821035789","613831,770070711"
1013011,Rawa Mazowiecka,gmina,"586405,836854931","433501,108773267"
1815043,Sędziszów Małopolski,gmina,"694396,183772257","250009,969493988"
1816143,Tyczyn,gmina,"719049,109591327","236102,032680558"
2413041,Tarnowskie Góry,gmina,"488324,185328858","288499,130215755"
1214023,Koszyce,gmina,"611792,439387213","257301,886134478"
1437033,Lubowidz,gmina,"554139,80659329","584147,646913767"
219032,Dobromierz,gmina,"305605,254791388","344969,075543738"
1061011,Łódź,gmina,"533131,853647114","433453,56372061"
1211132,Spytkowice,gmina,"558796,531553253","189962,530679098"
3002022,Czarnków,gmina,"336858,080419492","565036,054920931"
2403082,Hażlach,gmina,"474797,245479152","216155,790588037"
2403031,Wisła,gmina,"493277,171867764","196174,674354176"
1217042,Kościelisko,gmina,"561601,055130842","155869,383204242"
1211062,Krościenko nad Dunajcem,gmina,"600780,442319563","176608,006412595"
2602033,Małogoszcz,gmina,"587798,195338539","326024,988247788"
2601072,Tuczępy,gmina,"642410,390408557","296905,890575116"
2601052,Solec-Zdrój,gmina,"634073,812018679","280629,742437539"
2606043,Opatów,gmina,"670437,23132858","327618,973148244"
2604102,Miedziana Góra,gmina,"608969,5114453","343825,310471008"
2604092,Masłów,gmina,"621181,383188575","340079,013170413"
2611032,Mirzec,gmina,"644296,544662795","364333,206114782"
3010082,Rzgów,gmina,"437056,555975652","476906,525598947"
3007032,Ceków-Kolonia,gmina,"451117,073306443","445270,590415447"
3007042,Godziesze Wielkie,gmina,"441607,936691193","421087,676489622"
3007062,Lisków,gmina,"458268,338077849","442315,322393436"
3003032,Gniezno,gmina,"407341,633720156","523560,640623666"
3009052,Grzegorzew,gmina,"483963,364550334","483344,828590428"
3003082,Niechanowo,gmina,"409022,634187008","510298,456692166"
3005023,Grodzisk Wielkopolski,gmina,"318235,560434043","489325,978758083"
2406042,Miedźno,gmina,"500566,401123642","346491,945444144"
2406082,Przystajń,gmina,"478228,148579922","331894,277695133"
2407052,Kochanowice,gmina,"480851,369646832","316988,440089366"
2405021,Pyskowice,gmina,"472257,969745734","280276,376918936"
2406062,Panki,gmina,"482697,111366718","335662,290623771"
2410012,Goczałkowice-Zdrój,gmina,"492399,720694218","229470,87261024"
2417102,Radziechowy-Wieprz,gmina,"511315,843504794","195886,858873911"
2417122,Ślemień,gmina,"528039,379324414","207515,795672049"
1806012,Cmolas,gmina,"692074,498919896","275815,933146424"
1209013,Dobczyce,gmina,"578034,733409975","223823,062391881"
406062,Świecie nad Osą,gmina,"507972,424275505","620169,259073975"
407033,Gniewkowo,gmina,"461534,870591549","557575,060991579"
3209042,Manowo,gmina,"326532,858078925","696452,454065663"
614072,Markuszów,gmina,"726560,666733563","395892,444599482"
614102,Wąwolnica,gmina,"717711,094670029","386512,231719664"
2205072,Sulęczyno,gmina,"421621,865311005","709541,361756195"
2205083,Żukowo,gmina,"460256,030824913","721046,760959955"
1017082,Skomlin,gmina,"457845,241381562","367247,227121915"
1018052,Łubnice,gmina,"450671,017101335","367965,343000705"
1807043,Jedlicze,gmina,"690725,229675253","208560,8051272"
1209052,Raciechowice,gmina,"584237,011199262","219846,676939869"
1013032,Cielądz,gmina,"593150,788666817","426250,948558678"
1416022,Andrzejewo,gmina,"713985,873063641","556194,395328764"
2807052,Lubawa,gmina,"551816,592659934","627825,396868744"
3021172,Tarnowo Podgórne,gmina,"342763,935736912","510990,045078208"
2208032,Cewice,gmina,"418974,762137839","731554,81623764"
1402052,Grudusk,gmina,"608759,662551133","575600,622271404"
